90045 silly lifecycle process-nextick-args@1.0.3~preinstall: no script for preinstall, continuing
91141 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/prompt/node_modules/utile/node_modules/deep-equal
91142 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/prompt/node_modules/utile/node_modules/i
91143 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/prompt/node_modules/utile/node_modules/mkdirp/node_modules/minimist
91144 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/prompt/node_modules/utile/node_modules/mkdirp
91145 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/prompt/node_modules/utile/node_modules/rimraf/node_modules/glob/node_modules/inflight/node_modules/wrappy
91146 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/prompt/node_modules/utile/node_modules/rimraf/node_modules/glob/node_modules/inherits
91147 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/prompt/node_modules/utile/node_modules/rimraf/node_modules/glob/node_modules/minimatch/node_modules/brace-expansion/node_modules/balanced-match
91148 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/prompt/node_modules/utile/node_modules/rimraf/node_modules/glob/node_modules/minimatch/node_modules/brace-expansion/node_modules/concat-map
91149 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/prompt/node_modules/utile/node_modules/rimraf/node_modules/glob/node_modules/minimatch/node_modules/brace-expansion
91150 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/prompt/node_modules/utile/node_modules/rimraf/node_modules/glob/node_modules/minimatch
91151 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/prompt/node_modules/utile/node_modules/rimraf/node_modules/glob/node_modules/once/node_modules/wrappy
91152 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/prompt/node_modules/utile/node_modules/rimraf/node_modules/glob/node_modules/once
91153 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/prompt/node_modules/utile/node_modules/rimraf/node_modules/glob/node_modules/inflight
91154 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/prompt/node_modules/utile/node_modules/rimraf/node_modules/glob/node_modules/path-is-absolute
91155 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/prompt/node_modules/utile/node_modules/rimraf/node_modules/glob
91156 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/prompt/node_modules/utile/node_modules/rimraf
91157 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/prompt/node_modules/utile
91158 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/prompt/node_modules/winston/node_modules/async
91159 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/prompt/node_modules/winston/node_modules/cycle
91160 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/prompt/node_modules/winston/node_modules/eyes
91161 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/prompt/node_modules/winston/node_modules/pkginfo
91162 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/prompt/node_modules/winston/node_modules/request
91163 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/prompt/node_modules/winston/node_modules/stack-trace
91164 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/prompt/node_modules/winston
91165 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/prompt
91166 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/proxy-middleware
91167 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/q
91168 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/request/node_modules/aws-sign2
91169 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/request/node_modules/bl/node_modules/readable-stream/node_modules/core-util-is
91170 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/request/node_modules/bl/node_modules/readable-stream/node_modules/inherits
91171 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/request/node_modules/bl/node_modules/readable-stream/node_modules/isarray
91172 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/request/node_modules/bl/node_modules/readable-stream/node_modules/string_decoder
91173 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/request/node_modules/bl/node_modules/readable-stream
91174 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/request/node_modules/bl
91175 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/request/node_modules/caseless
91176 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/request/node_modules/combined-stream/node_modules/delayed-stream
91177 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/request/node_modules/combined-stream
91178 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/request/node_modules/forever-agent
91179 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/request/node_modules/form-data/node_modules/mime-types/node_modules/mime-db
91180 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/request/node_modules/form-data/node_modules/mime-types
91181 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/request/node_modules/form-data
91182 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/request/node_modules/hawk/node_modules/hoek
91183 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/request/node_modules/hawk/node_modules/boom
91184 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/request/node_modules/hawk/node_modules/cryptiles
91185 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/request/node_modules/hawk/node_modules/sntp
91186 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/request/node_modules/hawk
91187 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/request/node_modules/http-signature/node_modules/asn1
91188 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/request/node_modules/http-signature/node_modules/assert-plus
91189 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/request/node_modules/http-signature/node_modules/ctype
91190 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/request/node_modules/http-signature
91191 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/request/node_modules/json-stringify-safe
91192 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/request/node_modules/mime-types
91193 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/request/node_modules/node-uuid
91194 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/request/node_modules/oauth-sign
91195 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/request/node_modules/qs
91196 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/request/node_modules/stringstream
91197 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/request/node_modules/tough-cookie
91198 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/request/node_modules/tunnel-agent
91199 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/request
91200 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/semver
91201 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/serve-static/node_modules/escape-html
91202 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/serve-static/node_modules/parseurl
91203 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/serve-static/node_modules/send/node_modules/debug/node_modules/ms
91204 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/serve-static/node_modules/send/node_modules/debug
91205 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/serve-static/node_modules/send/node_modules/depd
91206 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/serve-static/node_modules/send/node_modules/destroy
91207 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/serve-static/node_modules/send/node_modules/etag
91208 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/serve-static/node_modules/send/node_modules/fresh
91209 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/serve-static/node_modules/send/node_modules/mime
91210 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/serve-static/node_modules/send/node_modules/ms
91211 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/serve-static/node_modules/send/node_modules/on-finished/node_modules/ee-first
91212 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/serve-static/node_modules/send/node_modules/on-finished
91213 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/serve-static/node_modules/send/node_modules/range-parser
91214 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/serve-static/node_modules/send
91215 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/serve-static/node_modules/utils-merge
91216 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/serve-static
91217 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/shelljs
91218 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/tiny-lr-fork/node_modules/debug
91219 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/tiny-lr-fork/node_modules/faye-websocket
91220 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/tiny-lr-fork/node_modules/noptify/node_modules/nopt/node_modules/abbrev
91221 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/tiny-lr-fork/node_modules/noptify/node_modules/nopt
91222 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/tiny-lr-fork/node_modules/noptify
91223 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/tiny-lr-fork/node_modules/qs
91224 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/tiny-lr-fork
91225 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/underscore
91226 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib
91227 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/binary/node_modules/buffers
91228 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/binary/node_modules/chainsaw/node_modules/traverse
91229 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/binary/node_modules/chainsaw
91230 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/binary
91231 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/fstream/node_modules/graceful-fs
91232 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/fstream/node_modules/inherits
91233 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/fstream/node_modules/mkdirp/node_modules/minimist
91234 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/fstream/node_modules/mkdirp
91235 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/fstream/node_modules/rimraf/node_modules/glob/node_modules/inflight/node_modules/wrappy
91236 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/fstream/node_modules/rimraf/node_modules/glob/node_modules/minimatch/node_modules/brace-expansion/node_modules/balanced-match
91237 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/fstream/node_modules/rimraf/node_modules/glob/node_modules/minimatch/node_modules/brace-expansion/node_modules/concat-map
91238 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/fstream/node_modules/rimraf/node_modules/glob/node_modules/minimatch/node_modules/brace-expansion
91239 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/fstream/node_modules/rimraf/node_modules/glob/node_modules/minimatch
91240 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/fstream/node_modules/rimraf/node_modules/glob/node_modules/once/node_modules/wrappy
91241 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/fstream/node_modules/rimraf/node_modules/glob/node_modules/once
91242 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/fstream/node_modules/rimraf/node_modules/glob/node_modules/inflight
91243 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/fstream/node_modules/rimraf/node_modules/glob/node_modules/path-is-absolute
91244 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/fstream/node_modules/rimraf/node_modules/glob
91245 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/fstream/node_modules/rimraf
91246 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/fstream
91247 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/match-stream/node_modules/buffers
91248 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/pullstream/node_modules/over
91249 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/readable-stream/node_modules/core-util-is
91250 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/readable-stream/node_modules/inherits
91251 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/readable-stream/node_modules/isarray
91252 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/readable-stream/node_modules/string_decoder
91253 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/readable-stream
91254 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/pullstream/node_modules/slice-stream
91255 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/match-stream
91256 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/setimmediate
91257 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/pullstream
91258 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip
91259 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/glob-stream/node_modules/glob/node_modules/inflight/node_modules/wrappy
91260 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/glob-stream/node_modules/glob/node_modules/inherits
91261 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/glob-stream/node_modules/glob/node_modules/once/node_modules/wrappy
91262 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/glob-stream/node_modules/glob/node_modules/once
91263 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/glob-stream/node_modules/glob/node_modules/inflight
91264 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/glob-stream/node_modules/glob2base/node_modules/find-index
91265 silly finalize /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/glob-stream/node_modules/glob2base
